user,model_SE_Universalism,model_SE_Benevolence,model_SE_Tradition,model_SE_Conformity,model_SE_Security,model_SE_Power,model_SE_Achievement,model_SE_Hedonism,model_SE_Stimulation,model_SE_Self-direction,ref_SE_Universalism,ref_SE_Benevolence,ref_SE_Tradition,ref_SE_Conformity,ref_SE_Security,ref_SE_Power,ref_SE_Achievement,ref_SE_Hedonism,ref_SE_Stimulation,ref_SE_Self-direction
user0,0.780277777777777,1.9599999999999997,1.3224999999999998,1.3224999999999998,1.1736111110388903,4.066944444444446,3.4225000000000003,0.46694444444444433,0.4669444443988892,0.15999999999999984,0.5750694444444437,1.6256249999999999,0.00062499999999999,2.3256249999999996,0.8250694443838885,3.9006250000000002,1.5006250000000003,0.09506944444444439,0.095069444423889,0.0006249999999999914
user1,0.8556249999999996,1.6256249999999999,1.6256249999999999,0.2756249999999998,1.8906250000000013,6.125625,6.125625,1.4200694444444448,0.7367361105388885,0.2756249999999998,0.40111111111111053,1.3224999999999998,0.02249999999999994,0.8099999999999996,1.4399999999999993,4.41,3.4225000000000003,2.454444444444445,1.5211111102888883,0.02249999999999994
user2,0.21777777777777788,2.7733391199176196e-32,2.2500000000000004,2.2500000000000004,0.05444444444288897,0.2500000000333332,2.249999999999999,0.2500000000333329,2.249999999999999,2.7733391199176196e-32,0.3802777777777784,0.009999999999999962,0.12249999999999987,3.4224999999999994,0.006944444443888858,0.2669444444788887,0.8100000000000003,0.022500000009999976,1.3225000000000002,0.16000000000000014
user3,0.48999999999999994,0.7224999999999999,1.2100000000000002,1.8225000000000002,0.07111111112888892,4.987777779266667,2.7224999999999997,1.5211111111111102,1.521111111028889,0.12249999999999998,0.3402777777777772,1.3224999999999998,0.02249999999999994,3.61,0.6136111110588885,4.066944445788889,0.7225000000000004,0.46694444444444433,0.4669444443988892,0.02249999999999994
user4,0.4784027777777784,0.07562499999999989,1.050625,0.22562500000000008,0.015625000000000132,0.15340277777777817,1.050625,0.5256250000483331,0.5256250000000003,0.2756249999999998,0.6669444444444451,0.022499999999999947,0.01000000000000004,0.010000000000000018,0.0025000000000000183,0.12250000000000014,2.7224999999999997,0.12250000002333324,0.12250000000000014,0.02249999999999994
